id,label
0036_2845,0036
004c_1350,004c
0066_1757,0066
0065_2116,0065
0063_814,0063
0070_1514,0070
0029_2960,0029
017b_1470,017b
201e_688,201e
006d_1914,006d
0052_391,0052
0035_980,0035
0054_112,0054
0066_934,0066
0073_2546,0073
0141_2107,0141
0053_34,0053
0044_2734,0044
004f_1007,004f
004d_1380,004d
0067_469,0067
0038_2793,0038
004d_965,004d
015b_238,015b
002f_2251,002f
0047_2547,0047
0142_967,0142
006d_925,006d
0029_1986,0029
0077_211,0077
006f_2205,006f
0074_2141,0074
006b_2579,006b
0037_1245,0037
0044_144,0044
0055_1056,0055
005a_353,005a
006d_1063,006d
0041_2568,0041
017c_1990,017c
006f_134,006f
006e_1930,006e
0034_2734,0034
004d_1382,004d
006d_2601,006d
004e_1207,004e
007a_256,007a
0062_457,0062
004f_2141,004f
0062_2712,0062
0072_2325,0072
0043_1427,0043
0107_1182,0107
0079_1561,0079
0105_2346,0105
006a_278,006a
0042_153,0042
003f_551,003f
0049_274,0049
015b_2584,015b
0030_828,0030
006b_2530,006b
006d_2911,006d
0144_633,0144
0029_2176,0029
003f_725,003f
0038_666,0038
0065_315,0065
0055_2369,0055
0119_1691,0119
015a_1312,015a
006b_1012,006b
003b_326,003b
004d_374,004d
0036_1954,0036
0063_188,0063
0070_671,0070
0052_2540,0052
0077_37,0077
0048_2625,0048
0032_2707,0032
201e_1940,201e
00f3_950,00f3
0044_2178,0044
00f3_1859,00f3
201d_193,201d
002e_2505,002e
017a_345,017a
003d_1000,003d
0053_2861,0053
003f_1063,003f
0107_128,0107
0041_600,0041
004a_1472,004a
0021_2203,0021
0142_2831,0142
004c_1762,004c
0033_448,0033
0072_1972,0072
004a_997,004a
0073_1246,0073
0034_1351,0034
0021_1286,0021
0043_171,0043
0050_2287,0050
201e_1716,201e
201e_1363,201e
004f_1663,004f
0066_2618,0066
004e_1874,004e
005a_80,005a
0036_46,0036
0070_304,0070
0073_862,0073
004e_58,004e
002d_491,002d
003b_2494,003b
002d_2118,002d
015a_2672,015a
0057_1608,0057
0034_1724,0034
0046_514,0046
004e_13,004e
003b_2932,003b
017b_2595,017b
0075_8,0075
0030_475,0030
0142_2244,0142
0073_1292,0073
0047_113,0047
0042_1306,0042
0050_1229,0050
0030_1521,0030
0077_1439,0077
0066_1514,0066
006a_390,006a
0048_1336,0048
0041_2496,0041
0069_255,0069
017c_1271,017c
006d_1582,006d
0053_1702,0053
0031_1636,0031
017b_1033,017b
0053_1562,0053
0039_1895,0039
006f_310,006f
0021_2729,0021
0179_367,0179
0141_1612,0141
0038_2251,0038
006f_2276,006f
002f_2565,002f
0074_1934,0074
0021_1618,0021
017a_2683,017a
0064_59,0064
015a_549,015a
015a_2006,015a
0072_2212,0072
0043_2890,0043
0028_2689,0028
0064_523,0064
015b_280,015b
004c_1569,004c
0142_43,0142
00f3_2187,00f3
0107_1019,0107
004a_1964,004a
0070_1487,0070
0041_1350,0041
0041_164,0041
0062_1519,0062
004d_1154,004d
007a_1718,007a
017b_1236,017b
0054_1983,0054
006a_887,006a
0031_2009,0031
0042_2384,0042
006f_321,006f
0059_247,0059
002b_208,002b
0063_1795,0063
006b_1683,006b
003a_176,003a
0021_2564,0021
0032_1991,0032
0055_1067,0055
0050_2713,0050
0142_2925,0142
0028_1887,0028
0141_89,0141
0107_2357,0107
0042_1170,0042
0063_1055,0063
0057_2977,0057
0077_820,0077
002f_2542,002f
0063_1073,0063
0055_1285,0055
006a_2221,006a
0072_2143,0072
004f_1165,004f
0045_2530,0045
0062_2963,0062
0072_1969,0072
0142_1400,0142
0048_718,0048
0142_1724,0142
0061_708,0061
004c_2377,004c
0061_1798,0061
0073_432,0073
0029_2777,0029
004d_2336,004d
0038_841,0038
0055_2497,0055
0070_47,0070
0057_1547,0057
0052_2968,0052
0046_2282,0046
0043_1964,0043
0041_1874,0041
006e_2026,006e
0069_657,0069
004e_2655,004e
0057_978,0057
006a_1172,006a
006b_2994,006b
0144_56,0144
015b_286,015b
004c_2447,004c
007a_178,007a
0054_434,0054
006d_915,006d
0141_2059,0141
0049_1171,0049
015a_455,015a
0046_2706,0046
004f_1794,004f
002c_2516,002c
0142_592,0142
0021_1183,0021
004b_1478,004b
0142_269,0142
007a_2912,007a
0142_2794,0142
006a_492,006a
201e_711,201e
0104_391,0104
0059_902,0059
0070_1565,0070
0141_1186,0141
0074_558,0074
0029_1931,0029
0061_1956,0061
0062_1680,0062
0048_2524,0048
003f_1366,003f
004e_2876,004e
0070_1342,0070
004f_2725,004f
00f3_2676,00f3
0072_274,0072
004a_514,004a
0105_2259,0105
006b_1558,006b
0079_2036,0079
201e_1971,201e
0049_114,0049
0044_400,0044
0036_2229,0036
006b_747,006b
0144_560,0144
0021_2064,0021
0066_1375,0066
003d_2978,003d
0042_2012,0042
003a_2548,003a
0033_2903,0033
015b_119,015b
0038_266,0038
0054_18,0054
002e_166,002e
0065_426,0065
0079_2419,0079
0070_886,0070
003b_2400,003b
0072_1738,0072
0061_2965,0061
006c_112,006c
0055_1646,0055
006e_2363,006e
007a_810,007a
004d_1354,004d
006f_2384,006f
002d_2847,002d
003b_1085,003b
0107_2610,0107
017a_2206,017a
0061_100,0061
0068_2734,0068
005a_2328,005a
017a_107,017a
0064_1923,0064
0063_2678,0063
0073_2100,0073
0079_1922,0079
0047_2803,0047
0061_1408,0061
0107_611,0107
0044_784,0044
004c_2191,004c
0119_1461,0119
0107_2147,0107
004e_1507,004e
0031_365,0031
003b_1173,003b
003a_2149,003a
0041_2592,0041
0073_2727,0073
0059_73,0059
003d_2596,003d
0062_1851,0062
015b_2473,015b
0107_2336,0107
0053_2792,0053
0068_318,0068
0041_1688,0041
006e_1141,006e
201d_823,201d
0052_2879,0052
201e_1830,201e
0067_1088,0067
0047_154,0047
006b_112,006b
0052_1226,0052
0039_2372,0039
0144_285,0144
0021_179,0021
00f3_2627,00f3
0070_2591,0070
0048_983,0048
0044_574,0044
0069_1852,0069
0050_2227,0050
004f_1555,004f
003b_2446,003b
017c_2582,017c
0036_415,0036
0042_1255,0042
006a_1864,006a
0052_1936,0052
006c_945,006c
0042_1017,0042
0107_208,0107
003f_1180,003f
0072_347,0072
0069_791,0069
0144_2442,0144
0074_2417,0074
017c_22,017c
0029_2309,0029
0054_1070,0054
0142_1210,0142
0038_2488,0038
0034_322,0034
0063_470,0063
006b_2705,006b
004b_248,004b
0042_310,0042
0144_2227,0144
0034_2828,0034
0062_2701,0062
0063_2058,0063
007a_2172,007a
0067_1548,0067
015b_2439,015b
0107_1891,0107
0055_2842,0055
0044_2474,0044
0050_215,0050
003b_2915,003b
0067_1921,0067
0144_1031,0144
0070_2093,0070
201d_922,201d
00f3_2356,00f3
0028_1251,0028
0044_2086,0044
0069_1051,0069
0048_2106,0048
0021_1906,0021
0061_2485,0061
015b_1317,015b
0043_1873,0043
0119_2192,0119
006a_112,006a
201d_537,201d
003b_1785,003b
0029_332,0029
0063_2528,0063
0062_2578,0062
0065_937,0065
0032_1961,0032
0039_590,0039
004f_1509,004f
0029_2328,0029
0069_713,0069
003a_2577,003a
006b_1478,006b
0061_1627,0061
017b_955,017b
006f_1767,006f
0037_78,0037
004b_1201,004b
006c_1569,006c
0077_1923,0077
0057_664,0057
0031_218,0031
0142_1671,0142
0059_1106,0059
003f_469,003f
0055_1452,0055
0035_316,0035
0049_591,0049
015b_680,015b
0050_686,0050
0070_791,0070
0042_570,0042
006b_920,006b
004e_676,004e
0039_303,0039
0073_1784,0073
0043_1784,0043
006d_1794,006d
017c_1279,017c
201e_230,201e
0042_1557,0042
0073_203,0073
0035_20,0035
0048_1573,0048
0065_10,0065
0042_2305,0042
0032_816,0032
002e_1085,002e
0044_33,0044
003a_2647,003a
0028_2975,0028
0029_2460,0029
0043_737,0043
006c_2597,006c
00f3_642,00f3
0035_2792,0035
0063_1934,0063
0052_237,0052
0118_21,0118
0119_1040,0119
0037_1988,0037
003f_2499,003f
0039_276,0039
0063_2764,0063
007a_135,007a
017a_1437,017a
006a_2363,006a
004d_524,004d
005a_1554,005a
004e_649,004e
006d_10,006d
0050_1295,0050
006a_2407,006a
0074_1179,0074
005a_108,005a
0119_573,0119
0077_1626,0077
004e_406,004e
002f_1987,002f
0075_445,0075
006a_2163,006a
003f_2015,003f
0043_2963,0043
006a_2518,006a
003a_422,003a
0033_1790,0033
0047_1860,0047
004b_1847,004b
003d_2255,003d
0021_2117,0021
007a_342,007a
007a_2056,007a
003d_624,003d
0021_1580,0021
0028_1295,0028
0031_2314,0031
006d_27,006d
0072_2795,0072
0033_2568,0033
0063_2397,0063
0030_1171,0030
0077_624,0077
00f3_2577,00f3
006c_106,006c
0034_2008,0034
0043_61,0043
006d_2830,006d
007a_1423,007a
0057_2030,0057
005a_482,005a
0031_496,0031
0031_912,0031
0042_2433,0042
0045_2453,0045
0044_2055,0044
0048_2420,0048
004c_1909,004c
0074_262,0074
0105_773,0105
0141_460,0141
0036_2096,0036
0042_1592,0042
0044_1160,0044
002c_150,002c
0077_719,0077
004e_2039,004e
0036_218,0036
0030_414,0030
0038_1713,0038
015a_2280,015a
0070_2283,0070
0053_865,0053
005a_1987,005a
0067_1617,0067
0050_108,0050
006a_2848,006a
0074_2267,0074
0105_1589,0105
0142_2591,0142
004e_1412,004e
0029_1486,0029
0061_263,0061
015b_1119,015b
00f3_1890,00f3
003d_800,003d
0075_1491,0075
004a_71,004a
0077_690,0077
0052_1536,0052
0052_26,0052
0030_1251,0030
0142_1712,0142
0063_1115,0063
0034_1843,0034
006d_246,006d
0046_2361,0046
007a_2835,007a
0055_2671,0055
006d_103,006d
002c_1554,002c
0105_709,0105
003d_2845,003d
0049_885,0049
0063_727,0063
0021_1797,0021
0065_2839,0065
0047_2189,0047
003b_2740,003b
006a_1670,006a
0032_2099,0032
0073_1636,0073
0044_437,0044
201e_248,201e
007a_1416,007a
0061_461,0061
0142_706,0142
0142_1124,0142
0044_2356,0044
0065_1769,0065
0069_2244,0069
0142_2143,0142
0039_2383,0039
0037_737,0037
0030_251,0030
0046_1471,0046
201e_2598,201e
006b_1658,006b
015a_2537,015a
015b_2814,015b
201e_1536,201e
0065_645,0065
00f3_1231,00f3
0075_2339,0075
0065_1956,0065
0072_2304,0072
006a_84,006a
0042_2767,0042
0031_2718,0031
006c_1149,006c
0048_2100,0048
0144_1572,0144
003f_677,003f
006f_711,006f
0041_1100,0041
0035_324,0035
0068_1803,0068
003b_383,003b
0067_688,0067
0035_285,0035
0048_756,0048
0054_155,0054
005a_1965,005a
0065_1827,0065
0043_1114,0043
0043_1810,0043
0035_1233,0035
0033_1661,0033
004d_2473,004d
0107_2979,0107
00f3_1970,00f3
0037_2681,0037
0030_2877,0030
002b_369,002b
0057_1722,0057
0059_1336,0059
003a_1172,003a
0050_1080,0050
0031_1790,0031
0075_1539,0075
0068_234,0068
0073_2073,0073
017c_2714,017c
0035_48,0035
003b_2370,003b
007a_1145,007a
0072_1698,0072
006b_1955,006b
003a_1499,003a
0065_101,0065
015a_1142,015a
0062_2321,0062
0055_690,0055
0059_1865,0059
003f_159,003f
007a_2618,007a
004b_2511,004b
015b_591,015b
002f_2465,002f
0045_2597,0045
006f_2400,006f
0032_1266,0032
0037_1350,0037
004c_2472,004c
006b_572,006b
007a_1306,007a
0067_348,0067
0062_811,0062
0077_862,0077
003d_2937,003d
004d_1799,004d
0036_783,0036
006c_2686,006c
0052_2570,0052
0046_2010,0046
0075_1266,0075
0074_2884,0074
0070_1645,0070
005a_2474,005a
0063_1552,0063
0041_966,0041
0033_2,0033
0046_1144,0046
0072_407,0072
0031_2056,0031
004c_828,004c
0062_2503,0062
0049_1590,0049
017a_2385,017a
0073_427,0073
0021_2379,0021
004e_1481,004e
0070_557,0070
0065_1722,0065
0050_1984,0050
0142_1680,0142
0075_2679,0075
0057_1290,0057
0059_2606,0059
0021_878,0021
0042_2745,0042
0105_2771,0105
201d_140,201d
0036_1126,0036
0049_1149,0049
017a_1961,017a
0064_2034,0064
0072_2515,0072
0054_1059,0054
006a_1368,006a
017a_146,017a
0031_349,0031
0068_1959,0068
0033_538,0033
0030_1855,0030
004b_1745,004b
0072_1486,0072
0144_1251,0144
0034_819,0034
0119_1556,0119
0038_719,0038
004f_1328,004f
007a_1907,007a
0021_1332,0021
015b_317,015b
004f_1705,004f
0143_124,0143
0044_227,0044
0049_2542,0049
0065_2344,0065
003b_679,003b
0061_1785,0061
0119_667,0119
004d_31,004d
004a_2990,004a
0074_587,0074
0050_2412,0050
0068_1466,0068
0074_1259,0074
005a_1469,005a
0032_1241,0032
005a_960,005a
0064_422,0064
0042_609,0042
006f_1963,006f
0079_2981,0079
0065_1092,0065
0074_146,0074
004b_2906,004b
00f3_1374,00f3
004c_2937,004c
002e_2290,002e
002f_2946,002f
017c_2323,017c
003f_1924,003f
004a_561,004a
004c_295,004c
00f3_345,00f3
0119_2642,0119
0029_1557,0029
0050_1694,0050
0067_168,0067
003d_2883,003d
0044_2276,0044
0049_93,0049
0048_2977,0048
0079_2611,0079
015a_293,015a
017b_26,017b
0046_564,0046
0029_1065,0029
0048_1186,0048
0053_2017,0053
0052_1963,0052
004b_1397,004b
0034_2290,0034
0041_177,0041
006a_1660,006a
0119_1883,0119
0075_2863,0075
0032_1109,0032
005a_1027,005a
0064_712,0064
0047_1985,0047
002f_2710,002f
0046_828,0046
003d_83,003d
0075_2417,0075
0067_1251,0067
017b_721,017b
0046_2454,0046
0142_1327,0142
0035_1368,0035
0032_739,0032
0067_1440,0067
0038_2864,0038
0036_2725,0036
0104_664,0104
0036_1408,0036
0061_1338,0061
0052_1639,0052
0046_273,0046
0107_1467,0107
0047_155,0047
0033_2134,0033
0079_1287,0079
0042_2419,0042
017a_2158,017a
0052_1948,0052
004a_410,004a
002c_1686,002c
0033_546,0033
0070_2209,0070
017b_1559,017b
0059_1490,0059
0049_1553,0049
0049_2198,0049
004a_1305,004a
0055_569,0055
0070_2267,0070
0141_259,0141
0032_2315,0032
002f_2663,002f
0049_859,0049
0075_1370,0075
0031_1861,0031
005a_1823,005a
004f_2886,004f
004c_1421,004c
007a_1804,007a
004f_669,004f
005a_719,005a
0074_51,0074
0067_685,0067
0028_1143,0028
0037_10,0037
0047_2748,0047
0031_762,0031
0042_1134,0042
0072_1354,0072
004d_219,004d
0050_1237,0050
0075_766,0075
004f_1156,004f
017c_310,017c
0065_108,0065
0075_1027,0075
0070_2610,0070
0073_2600,0073
0105_2116,0105
006e_2670,006e
0029_2589,0029
0036_2785,0036
017b_2058,017b
007a_15,007a
0048_637,0048
0066_192,0066
0045_145,0045
0064_478,0064
006b_161,006b
002d_331,002d
0066_2247,0066
004f_1974,004f
0044_2594,0044
0079_47,0079
0038_443,0038
0107_1252,0107
0029_1367,0029
0055_2085,0055
017b_700,017b
006c_1354,006c
0050_1706,0050
0039_463,0039
0142_1652,0142
0029_341,0029
0052_2224,0052
006a_583,006a
003f_909,003f
004e_2313,004e
002f_2734,002f
006a_952,006a
003f_724,003f
0041_1414,0041
0064_1122,0064
0062_341,0062
0141_698,0141
0063_1451,0063
0041_476,0041
0061_52,0061
0035_2170,0035
0079_1048,0079
0107_378,0107
0105_359,0105
0070_1161,0070
0072_2371,0072
0142_1395,0142
003d_662,003d
0077_2994,0077
0072_1777,0072
002c_2353,002c
015a_2349,015a
003b_2698,003b
0028_828,0028
0061_1738,0061
0028_772,0028
0055_2700,0055
0105_1975,0105
0047_2466,0047
0050_1393,0050
0028_507,0028
201e_2105,201e
0031_955,0031
0072_340,0072
003a_2933,003a
0054_1833,0054
0119_1443,0119
0037_2892,0037
006b_1040,006b
0077_2699,0077
015a_537,015a
006a_2724,006a
0141_1026,0141
0105_1644,0105
0107_2119,0107
0053_1502,0053
004b_2447,004b
017a_617,017a
004f_569,004f
0043_2289,0043
0046_2751,0046
0107_2631,0107
004b_2409,004b
006b_2396,006b
0059_2143,0059
0028_2202,0028
006a_2735,006a
004f_2829,004f
0059_719,0059
0066_1709,0066
0037_2052,0037
0053_1541,0053
0032_2404,0032
0035_2644,0035
0064_2156,0064
0057_645,0057
004e_1763,004e
201e_2267,201e
0142_498,0142
004a_501,004a
004f_2860,004f
0105_1319,0105
0105_729,0105
006e_2680,006e
003f_1157,003f
0077_2199,0077
0033_1725,0033
002d_1478,002d
00f3_25,00f3
003b_2504,003b
017a_84,017a
0064_2207,0064
007a_359,007a
0142_1682,0142
006d_1447,006d
0107_1987,0107
003d_271,003d
0021_1523,0021
0069_193,0069
006c_80,006c
0061_2606,0061
004c_1759,004c
004d_1028,004d
0057_1183,0057
0030_1585,0030
0068_2242,0068
003b_820,003b
0105_1003,0105
00f3_2671,00f3
0061_1025,0061
0032_165,0032
006a_1682,006a
0046_1316,0046
0021_2463,0021
0033_467,0033
004a_1108,004a
0062_2163,0062
0045_583,0045
0061_1089,0061
003a_1687,003a
004d_1075,004d
004f_1285,004f
0054_936,0054
201e_1401,201e
0043_930,0043
0066_793,0066
0105_113,0105
0037_846,0037
0048_590,0048
0067_991,0067
0072_2158,0072
0062_2566,0062
006f_822,006f
003f_239,003f
0033_704,0033
0105_1823,0105
017a_2967,017a
0047_1957,0047
0049_491,0049
0047_679,0047
0059_1632,0059
0053_1493,0053
0047_278,0047
006e_156,006e
017c_668,017c
0105_1526,0105
0073_2498,0073
0057_1192,0057
0034_891,0034
0105_2770,0105
201d_997,201d
0105_2984,0105
00f3_274,00f3
0039_248,0039
0038_1841,0038
006f_444,006f
00d3_952,00d3
004c_1318,004c
004c_562,004c
006a_858,006a
0069_1985,0069
201e_1352,201e
017c_2491,017c
006f_1479,006f
003a_1557,003a
0045_1298,0045
0144_91,0144
004c_891,004c
002c_234,002c
0105_29,0105
0072_281,0072
0049_1649,0049
0046_2140,0046
0050_2087,0050
0067_2315,0067
0030_1734,0030
004b_2166,004b
004e_1511,004e
201e_1866,201e
006b_1677,006b
004c_1446,004c
003b_939,003b
003a_2452,003a
0049_2449,0049
0068_1575,0068
006d_2165,006d
0039_2621,0039
0042_2425,0042
0074_1010,0074
0144_1885,0144
006a_678,006a
00f3_1307,00f3
0038_2899,0038
0077_798,0077
0054_995,0054
0039_28,0039
006c_1147,006c
017c_1528,017c
0064_720,0064
004e_902,004e
0054_2462,0054
0050_1536,0050
0053_480,0053
0119_1687,0119
0105_1762,0105
0069_959,0069
017b_2927,017b
006d_2730,006d
0029_1500,0029
007a_1756,007a
0045_569,0045
0030_1461,0030
0057_2609,0057
0142_1697,0142
004d_1643,004d
0054_1051,0054
0070_1890,0070
006b_1148,006b
003d_815,003d
0061_2639,0061
0049_1726,0049
0041_931,0041
0036_1643,0036
0067_2006,0067
0029_2274,0029
015a_999,015a
0028_2931,0028
015b_462,015b
0053_2910,0053
00f3_160,00f3
0062_1103,0062
015b_1847,015b
003d_2253,003d
0037_2776,0037
0021_2003,0021
0059_216,0059
0047_1480,0047
0069_2507,0069
015a_2074,015a
002b_19,002b
003d_647,003d
003a_2541,003a
0045_339,0045
0029_1253,0029
0035_1825,0035
002d_1980,002d
0077_1209,0077
0038_1466,0038
0035_2178,0035
0065_2943,0065
0044_895,0044
0144_1255,0144
0077_1246,0077
006a_1985,006a
015a_2407,015a
0070_612,0070
0043_17,0043
0031_619,0031
0063_649,0063
007a_626,007a
002e_1837,002e
015b_574,015b
0143_240,0143
002d_2030,002d
0142_62,0142
002d_2461,002d
0054_1699,0054
004f_2162,004f
0069_1631,0069
0059_906,0059
0142_635,0142
0036_1808,0036
006b_1450,006b
0041_1127,0041
007a_2562,007a
0061_1411,0061
004f_2071,004f
0064_275,0064
0034_2317,0034
0079_361,0079
0043_149,0043
0048_1847,0048
0049_2293,0049
0048_673,0048
007a_686,007a
0059_163,0059
0075_1404,0075
0029_1082,0029
002d_496,002d
006e_1144,006e
006d_1061,006d
0049_820,0049
0034_1653,0034
0069_2516,0069
0021_2970,0021
015b_2445,015b
004c_250,004c
0055_954,0055
0053_2304,0053
017c_2322,017c
005a_1428,005a
004f_457,004f
006e_1149,006e
0029_323,0029
0141_1720,0141
0033_1611,0033
0057_859,0057
006c_1997,006c
0034_2482,0034
0042_1492,0042
0042_1553,0042
0107_1101,0107
0054_17,0054
004f_2219,004f
0068_1880,0068
0073_2791,0073
0069_2154,0069
201d_1195,201d
017c_2486,017c
0030_923,0030
0050_1405,0050
0068_1737,0068
0048_2562,0048
0064_2354,0064
0031_2548,0031
0059_2266,0059
0037_2204,0037
006a_2618,006a
006f_912,006f
0073_1572,0073
0119_1572,0119
006a_519,006a
0067_316,0067
006a_2462,006a
0107_1877,0107
0030_2330,0030
007a_1412,007a
0041_2644,0041
002c_2444,002c
0069_1963,0069
004c_339,004c
0042_2506,0042
0055_1221,0055
0105_542,0105
0037_2428,0037
003f_2539,003f
0075_387,0075
002f_1906,002f
007a_1365,007a
0061_1636,0061
0061_2978,0061
017c_2663,017c
0033_2352,0033
0031_629,0031
0046_2195,0046
002c_2278,002c
006c_978,006c
0053_950,0053
0069_606,0069
0038_1771,0038
0061_2643,0061
0069_2402,0069
0030_1384,0030
0061_976,0061
006c_2535,006c
0046_2317,0046
0144_1139,0144
005a_53,005a
003d_35,003d
0033_2448,0033
0029_1221,0029
0030_1412,0030
0031_2450,0031
0028_1126,0028
0050_2222,0050
0033_2657,0033
0032_906,0032
0021_2438,0021
0066_2311,0066
006f_2807,006f
0049_1178,0049
0077_788,0077
0065_988,0065
0105_1173,0105
004c_2529,004c
0059_604,0059
0105_2530,0105
0029_1762,0029
006d_1477,006d
0062_26,0062
0038_2222,0038
0107_2218,0107
0054_1487,0054
0074_2748,0074
0068_560,0068
0057_1839,0057
003f_2111,003f
003a_2851,003a
002d_380,002d
0028_1417,0028
0046_2160,0046
00d3_775,00d3
0032_1424,0032
0073_1516,0073
0042_1078,0042
015a_1775,015a
0038_86,0038
0057_659,0057
002d_212,002d
0049_850,0049
0050_1274,0050
0049_1041,0049
0070_702,0070
0066_2313,0066
0046_1552,0046
007a_2048,007a
0030_1169,0030
007a_2606,007a
004f_1027,004f
006b_2309,006b
0068_1699,0068
0029_484,0029
0072_2642,0072
015b_816,015b
201d_1223,201d
0030_709,0030
004d_939,004d
0075_1383,0075
006a_2144,006a
0048_2698,0048
0057_2642,0057
002f_2222,002f
0070_1681,0070
0142_1899,0142
0054_1220,0054
0037_176,0037
0144_404,0144
0107_1429,0107
00f3_1855,00f3
0061_1578,0061
0141_1756,0141
017b_1891,017b
0054_511,0054
0079_2348,0079
006c_770,006c
0079_725,0079
0031_1969,0031
004f_1565,004f
0067_2611,0067
004b_1155,004b
0070_1408,0070
0045_1457,0045
0067_562,0067
0077_2534,0077
0034_1514,0034
0030_1780,0030
003d_2811,003d
0075_1445,0075
00f3_1318,00f3
015b_2430,015b
004f_2993,004f
006e_2725,006e
006c_2659,006c
005a_742,005a
00d3_121,00d3
201e_81,201e
015b_74,015b
004b_945,004b
0055_2124,0055
0033_2868,0033
0064_752,0064
0142_367,0142
0044_2999,0044
0049_1844,0049
006d_272,006d
0069_2271,0069
0072_1157,0072
003d_447,003d
0021_2631,0021
0036_1574,0036
0067_2403,0067
0042_2619,0042
0048_127,0048
004f_1892,004f
0055_2634,0055
0068_2184,0068
201d_1241,201d
0037_847,0037
015a_1732,015a
006b_1806,006b
0047_2471,0047
006d_1574,006d
0068_768,0068
006d_2473,006d
0050_147,0050
006d_2423,006d
015b_340,015b
00f3_1252,00f3
201e_2387,201e
0073_108,0073
0064_2210,0064
0035_1925,0035
005a_2349,005a
0052_583,0052
0037_1337,0037
0049_436,0049
0033_675,0033
0074_2548,0074
0028_1486,0028
017c_2915,017c
005a_2417,005a
007a_1628,007a
0105_311,0105
015b_1881,015b
0055_2676,0055
0041_1161,0041
0043_2646,0043
0057_1468,0057
0057_1012,0057
0077_440,0077
0039_365,0039
0073_866,0073
0118_433,0118
004b_790,004b
0068_2604,0068
0049_1687,0049
003b_1191,003b
0070_2760,0070
0069_2025,0069
0104_265,0104
0055_1293,0055
004e_2400,004e
006f_836,006f
0107_2365,0107
0054_372,0054
0065_2939,0065
0144_1988,0144
006b_1226,006b
0075_1732,0075
004f_997,004f
017b_1686,017b
0142_1768,0142
0070_1174,0070
0053_1949,0053
0105_142,0105
0070_1837,0070
0057_908,0057
003f_482,003f
0070_1257,0070
006f_708,006f
003b_2905,003b
006f_5,006f
002c_2492,002c
0046_2349,0046
0043_852,0043
0049_758,0049
015a_1479,015a
002c_1584,002c
0104_222,0104
0021_2615,0021
0050_2153,0050
0144_2460,0144
0075_1683,0075
0107_757,0107
004e_221,004e
002e_2587,002e
015a_2775,015a
003f_2162,003f
006a_2443,006a
0044_1559,0044
017c_513,017c
0141_745,0141
006e_1756,006e
0030_1290,0030
0063_1310,0063
0075_1909,0075
0144_1790,0144
0059_2154,0059
0061_401,0061
0038_600,0038
0041_967,0041
0035_1877,0035
003f_788,003f
004a_636,004a
006d_1644,006d
0032_2214,0032
017a_1229,017a
0046_1817,0046
0107_1760,0107
0064_321,0064
0047_2176,0047
0064_230,0064
0036_803,0036
0073_1158,0073
003a_2606,003a
007a_20,007a
002e_2582,002e
0118_195,0118
006b_1060,006b
007a_1591,007a
0035_1004,0035
0052_1997,0052
0052_1996,0052
0077_1610,0077
0028_2282,0028
004c_1900,004c
004a_1810,004a
0066_1271,0066
0047_1934,0047
0065_1346,0065
015a_2663,015a
0059_1918,0059
0074_2571,0074
003b_1336,003b
00f3_2401,00f3
0038_1320,0038
003a_820,003a
003b_420,003b
0062_2655,0062
0048_363,0048
0077_1550,0077
0063_1365,0063
0037_1588,0037
0029_1764,0029
0064_69,0064
006b_2562,006b
0034_1420,0034
017c_890,017c
006c_2571,006c
0049_2257,0049
0034_1933,0034
0068_1836,0068
0074_1368,0074
003b_1047,003b
015a_2796,015a
006f_1159,006f
0050_1170,0050
0043_1083,0043
0034_907,0034
0036_1036,0036
0064_2746,0064
0059_1644,0059
0045_2426,0045
017a_582,017a
004c_1380,004c
003a_1238,003a
017a_402,017a
003f_2043,003f
0028_42,0028
0039_2328,0039
0045_2671,0045
003a_54,003a
0065_1741,0065
003d_443,003d
0142_968,0142
004a_1069,004a
003d_1003,003d
004d_1802,004d
006e_1625,006e
004b_879,004b
006e_2758,006e
007a_556,007a
0036_2850,0036
0069_464,0069
004f_327,004f
0041_2205,0041
0028_2709,0028
0057_2193,0057
006a_2768,006a
0042_1047,0042
0061_1514,0061
0064_2951,0064
0038_2053,0038
004a_2983,004a
0031_1034,0031
006e_2535,006e
0052_786,0052
201d_356,201d
0077_1744,0077
0075_2050,0075
0063_1978,0063
0049_2107,0049
0065_1014,0065
0077_2198,0077
0105_785,0105
0062_1660,0062
0046_671,0046
003f_2755,003f
0044_1086,0044
0077_1778,0077
0074_654,0074
002f_562,002f
0107_1263,0107
005a_1751,005a
0033_1992,0033
0043_2864,0043
0048_1659,0048
201e_2951,201e
004f_1655,004f
0061_383,0061
0119_582,0119
0069_354,0069
003f_2232,003f
015b_2605,015b
0053_2688,0053
0028_1314,0028
0107_1157,0107
0053_750,0053
0035_1232,0035
0070_111,0070
0045_1977,0045
0033_2003,0033
0141_653,0141
0039_1558,0039
0079_704,0079
004e_879,004e
0037_2127,0037
003b_1262,003b
00f3_2454,00f3
0050_2437,0050
004d_1139,004d
0039_1910,0039
0075_2556,0075
0062_2930,0062
0064_2029,0064
0033_38,0033
0044_1952,0044
0065_1516,0065
0062_2301,0062
017c_69,017c
004a_639,004a
0031_2141,0031
201d_1035,201d
0063_1639,0063
0065_2597,0065
004f_880,004f
006e_2868,006e
0053_2895,0053
007a_1870,007a
006a_2388,006a
004b_1507,004b
0035_2654,0035
0053_2293,0053
0050_112,0050
004b_1455,004b
0032_1414,0032
0062_1850,0062
002d_1185,002d
0021_2048,0021
0029_2409,0029
